Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
1423	a	sp|P49419|AL7A1_HUMAN	P49419	AL7A1_HUMAN	ALDH7A1	539	50.60	Homo sapiens OX=9606	Alpha-aminoadipic semialdehyde dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	23	33	10	0	78	0	0	162510584	     0	     0			tr|A0A1B0GTG2|A0A1B0GTG2_HUMAN, tr|A0A1B0GW77|A0A1B0GW77_HUMAN
1424	a	sp|P49458|SRP09_HUMAN	P49458	SRP09_HUMAN	SRP9	86	39.50	Homo sapiens OX=9606	Signal recognition particle 9 kDa protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	9	9	0	44572863	44572863	     0			
1425	a	sp|P49585|PCY1A_HUMAN	P49585	PCY1A_HUMAN	PCYT1A	367	37.50	Homo sapiens OX=9606	Choline-phosphate cytidylyltransferase A 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	5	0	11	3	0	15817164	2471593	     0			tr|C9J050|C9J050_HUMAN, tr|C9JEJ2|C9JEJ2_HUMAN
1426	a	sp|P49588|SYAC_HUMAN	P49588	SYAC_HUMAN	AARS	968	26.40	Homo sapiens OX=9606	Alanine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	20	26	26	0	57	57	0	37509626	37509626	     0			
1427	a	sp|P49589|SYCC_HUMAN	P49589	SYCC_HUMAN	CARS	748	25.60	Homo sapiens OX=9606	Cysteine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	15	0	25	24	0	26500503	26500503	     0			tr|B4DKY1|B4DKY1_HUMAN
1428	a	sp|P49593|PPM1F_HUMAN	P49593	PPM1F_HUMAN	PPM1F	454	12.60	Homo sapiens OX=9606	Protein phosphatase 1F 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	2600524	2600524	     0			tr|B5MCT7|B5MCT7_HUMAN
1429	a	sp|P49720|PSB3_HUMAN	P49720	PSB3_HUMAN	PSMB3	205	30.20	Homo sapiens OX=9606	Proteasome subunit beta type-3 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	2	0	9	0	0	29768004	     0	     0			
1430	a	sp|P49721|PSB2_HUMAN	P49721	PSB2_HUMAN	PSMB2	201	24.40	Homo sapiens OX=9606	Proteasome subunit beta type-2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	7	7	0	16902198	16902198	     0			
1431	a	sp|P49736|MCM2_HUMAN	P49736	MCM2_HUMAN	MCM2	904	20.60	Homo sapiens OX=9606	DNA replication licensing factor MCM2 	1:Experimental evidence at protein level	0.9999	0.9990	13	13	0	0	20	0	0	10848321	     0	     0			
1431	b	tr|H0Y8E6|H0Y8E6_HUMAN	H0Y8E6	H0Y8E6_HUMAN	MCM2	836	22.20	Homo sapiens OX=9606	DNA helicase (Fragment) 	1:Experimental evidence at protein level	0.9999	0.9990	13	13	0	0	20	0	0	10848321	     0	     0			
1432	a	sp|P49748|ACADV_HUMAN	P49748	ACADV_HUMAN	ACADVL	655	47.20	Homo sapiens OX=9606	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	28	37	22	0	93	62	0	99117536	99117536	     0			
1433	a	sp|P49750|YLPM1_HUMAN	P49750	YLPM1_HUMAN	YLPM1	2146	3.90	Homo sapiens OX=9606	YLP motif-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	4	0	3	3	0	2135712	2135712	     0			
1434	a	sp|P49755|TMEDA_HUMAN	P49755	TMEDA_HUMAN	TMED10	219	45.70	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 10 	1:Experimental evidence at protein level	1.0000	0.9990	9	15	15	0	43	43	0	103241576	103241576	     0			
1435	a	sp|P49756|RBM25_HUMAN	P49756	RBM25_HUMAN	RBM25	843	10.00	Homo sapiens OX=9606	RNA-binding protein 25 	1:Experimental evidence at protein level	1.0000	0.9990	6	8	8	0	11	11	0	11786885	11786885	     0			
1436	a	sp|P49770|EI2BB_HUMAN	P49770	EI2BB_HUMAN	EIF2B2	351	17.70	Homo sapiens OX=9606	Translation initiation factor eIF-2B subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	5	5	0	3842014	3842014	     0			
1437	a	sp|P49773|HINT1_HUMAN	P49773	HINT1_HUMAN	HINT1	126	55.60	Homo sapiens OX=9606	Histidine triad nucleotide-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	11	11	0	31	31	0	58041584	58041584	     0			
1438	a	sp|P49789|FHIT_HUMAN	P49789	FHIT_HUMAN	FHIT	147	37.40	Homo sapiens OX=9606	Bis(5'-adenosyl)-triphosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	4	4	0	3370748	3370748	     0			
1439	a	sp|P49821|NDUV1_HUMAN	P49821	NDUV1_HUMAN	NDUFV1	464	26.00	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	13	16	9	0	36	11	0	60242296	32014734	     0			tr|G3V0I5|G3V0I5_HUMAN
1440	a	sp|P49902|5NTC_HUMAN	P49902	5NTC_HUMAN	NT5C2	561	7.50	Homo sapiens OX=9606	Cytosolic purine 5'-nucleotidase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	0	8	7	0	10039788	2757912	     0			
1441	a	sp|P49903|SPS1_HUMAN	P49903	SPS1_HUMAN	SEPHS1	392	6.90	Homo sapiens OX=9606	Selenide, water dikinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	6262592	6262592	     0			
1442	a	sp|P49914|MTHFS_HUMAN	P49914	MTHFS_HUMAN	MTHFS	203	16.80	Homo sapiens OX=9606	5-formyltetrahydrofolate cyclo-ligase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	5	5	0	5792527	5792527	     0			tr|A0A0A6YYL1|A0A0A6YYL1_HUMAN, tr|A0A0U1RQM3|A0A0U1RQM3_HUMAN
1443	a	sp|P49959|MRE11_HUMAN	P49959	MRE11_HUMAN	MRE11	708	9.90	Homo sapiens OX=9606	Double-strand break repair protein MRE11 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	4	4	0	5438076	5438076	     0			tr|F8W7U8|F8W7U8_HUMAN
1444	a	sp|P50213|IDH3A_HUMAN	P50213	IDH3A_HUMAN	IDH3A	366	46.20	Homo sapiens OX=9606	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	15	25	2	0	70	7	0	270570200	79988274	     0	1M(15.9949)		
1445	a	sp|P50225|ST1A1_HUMAN	P50225	ST1A1_HUMAN	SULT1A1	295	63.70	Homo sapiens OX=9606	Sulfotransferase 1A1 	1:Experimental evidence at protein level	1.0000	0.9990	20	30	8	0	65	31	0	279768648	133800958	     0			
1445	b	sp|P0DMM9|ST1A3_HUMAN	P0DMM9	ST1A3_HUMAN	SULT1A3	295	35.60	Homo sapiens OX=9606	Sulfotransferase 1A3 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	8	0	16	1	0	203722120	2709585	     0	14M(15.9949), 3M(15.9949)		sp|P0DMN0|ST1A4_HUMAN
1446	a	sp|P50395|GDIB_HUMAN	P50395	GDIB_HUMAN	GDI2	445	47.40	Homo sapiens OX=9606	Rab GDP dissociation inhibitor beta 	1:Experimental evidence at protein level	1.0000	0.9990	19	22	8	0	49	13	0	94138952	72528642	     0			
1446	b	sp|P31150|GDIA_HUMAN	P31150	GDIA_HUMAN	GDI1	447	21.50	Homo sapiens OX=9606	Rab GDP dissociation inhibitor alpha 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	5	0	21	10	0	51212858	10852541	     0			
1447	a	sp|P50402|EMD_HUMAN	P50402	EMD_HUMAN	EMD	254	42.10	Homo sapiens OX=9606	Emerin 	1:Experimental evidence at protein level	1.0000	0.9990	9	12	12	0	30	30	0	33151414	33151414	     0			
1448	a	sp|P50416|CPT1A_HUMAN	P50416	CPT1A_HUMAN	CPT1A	773	29.40	Homo sapiens OX=9606	Carnitine O-palmitoyltransferase 1, liver isoform 	1:Experimental evidence at protein level	1.0000	0.9990	20	24	24	0	43	43	0	46477129	46477129	     0	N-term(42.0106)		
1449	a	sp|P50440|GATM_HUMAN	P50440	GATM_HUMAN	GATM	423	31.00	Homo sapiens OX=9606	Glycine amidinotransferase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	14	15	15	0	18	18	0	40507274	40507274	     0			
1450	a	sp|P50454|SERPH_HUMAN	P50454	SERPH_HUMAN	SERPINH1	418	42.80	Homo sapiens OX=9606	Serpin H1 	1:Experimental evidence at protein level	1.0000	0.9990	14	18	4	0	29	11	0	27750951	16561927	     0			
1451	a	sp|P50502|F10A1_HUMAN	P50502	F10A1_HUMAN	ST13	369	20.90	Homo sapiens OX=9606	Hsc70-interacting protein 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	0	0	24	0	0	88954004	     0	     0			
1452	a	sp|P50552|VASP_HUMAN	P50552	VASP_HUMAN	VASP	380	22.60	Homo sapiens OX=9606	Vasodilator-stimulated phosphoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	7	11	9	0	20	18	0	15278236	15278236	     0			
1453	a	sp|P50570|DYN2_HUMAN	P50570	DYN2_HUMAN	DNM2	870	13.20	Homo sapiens OX=9606	Dynamin-2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	4	0	7	4	0	10447554	5090134	     0			
1454	a	sp|P50851|LRBA_HUMAN	P50851	LRBA_HUMAN	LRBA	2863	2.50	Homo sapiens OX=9606	Lipopolysaccharide-responsive and beige-like anchor protein 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	4	0	1	0	0	422991	     0	     0			tr|A0A494C1L5|A0A494C1L5_HUMAN, tr|E9PEM5|E9PEM5_HUMAN
1455	a	sp|P50897|PPT1_HUMAN	P50897	PPT1_HUMAN	PPT1	306	24.30	Homo sapiens OX=9606	Palmitoyl-protein thioesterase 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	8	1	0	20	0	0	46752566	     0	     0			tr|A0A286YFF7|A0A286YFF7_HUMAN, tr|A0A2C9F2P4|A0A2C9F2P4_HUMAN
1456	a	sp|P50990|TCPQ_HUMAN	P50990	TCPQ_HUMAN	CCT8	548	45.60	Homo sapiens OX=9606	T-complex protein 1 subunit theta 	1:Experimental evidence at protein level	1.0000	0.9990	25	28	28	0	79	79	0	75469398	75469398	     0			
1457	a	sp|P50991|TCPD_HUMAN	P50991	TCPD_HUMAN	CCT4	539	50.80	Homo sapiens OX=9606	T-complex protein 1 subunit delta 	1:Experimental evidence at protein level	1.0000	0.9990	21	24	22	0	52	46	0	77246796	77246796	     0			
1458	a	sp|P50995|ANX11_HUMAN	P50995	ANX11_HUMAN	ANXA11	505	26.70	Homo sapiens OX=9606	Annexin A11 	1:Experimental evidence at protein level	1.0000	0.9990	14	18	18	0	43	43	0	71276318	71276318	     0			
1459	a	sp|P51114|FXR1_HUMAN	P51114	FXR1_HUMAN	FXR1	621	19.60	Homo sapiens OX=9606	Fragile X mental retardation syndrome-related protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	11	0	0	21	0	0	21538900	     0	     0			
1459	b	sp|P51116|FXR2_HUMAN	P51116	FXR2_HUMAN	FXR2	673	3.90	Homo sapiens OX=9606	Fragile X mental retardation syndrome-related protein 2 	1:Experimental evidence at protein level	0.9996	0.9990	3	3	1	0	3	1	0	12261868	1542681	     0			
1460	c	sp|P61020|RAB5B_HUMAN	P61020	RAB5B_HUMAN	RAB5B	215	20.50	Homo sapiens OX=9606	Ras-related protein Rab-5B 	1:Experimental evidence at protein level	0.9997	0.9990	4	4	1	0	11	3	0	43583835	1124230	     0			
1460	a	sp|P51148|RAB5C_HUMAN	P51148	RAB5C_HUMAN	RAB5C	216	52.30	Homo sapiens OX=9606	Ras-related protein Rab-5C 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	4	0	25	12	0	83028842	17074982	     0			
1460	b	sp|P20339|RAB5A_HUMAN	P20339	RAB5A_HUMAN	RAB5A	215	41.40	Homo sapiens OX=9606	Ras-related protein Rab-5A 	1:Experimental evidence at protein level	1.0000	0.9990	6	8	5	0	12	4	0	50367228	13221649	     0			
1461	a	sp|P51149|RAB7A_HUMAN	P51149	RAB7A_HUMAN	RAB7A	207	64.30	Homo sapiens OX=9606	Ras-related protein Rab-7a 	1:Experimental evidence at protein level	1.0000	0.9990	14	18	4	0	29	3	0	60298305	30715388	     0			
1462	a	sp|P51398|RT29_HUMAN	P51398	RT29_HUMAN	DAP3	398	38.20	Homo sapiens OX=9606	28S ribosomal protein S29, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	12	15	0	0	30	0	0	29844556	     0	     0			
1463	a	sp|P51452|DUS3_HUMAN	P51452	DUS3_HUMAN	DUSP3	185	36.40	Homo sapiens OX=9606	Dual specificity protein phosphatase 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	8	8	0	13026124	13026124	     0			tr|K7ES89|K7ES89_HUMAN
1464	a	sp|P51532|SMCA4_HUMAN	P51532	SMCA4_HUMAN	SMARCA4	1647	2.70	Homo sapiens OX=9606	Transcription activator BRG1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	0	3	2	0	5958656	1748710	     0			tr|A0A0A0MT49|A0A0A0MT49_HUMAN, tr|A0A2R8Y4P4|A0A2R8Y4P4_HUMAN, tr|A0A2R8Y7S2|A0A2R8Y7S2_HUMAN, tr|A0A2R8YGG3|A0A2R8YGG3_HUMAN, tr|A0A2R8YGP5|A0A2R8YGP5_HUMAN, tr|Q9HBD4|Q9HBD4_HUMAN
1465	a	sp|P51553|IDH3G_HUMAN	P51553	IDH3G_HUMAN	IDH3G	393	27.70	Homo sapiens OX=9606	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	9	13	5	0	31	16	0	196184482	186042229	     0			
1466	a	sp|P51570|GALK1_HUMAN	P51570	GALK1_HUMAN	GALK1	392	29.80	Homo sapiens OX=9606	Galactokinase 	1:Experimental evidence at protein level	1.0000	0.9990	9	12	11	0	31	30	0	48943921	48943921	     0			
1467	a	sp|P51571|SSRD_HUMAN	P51571	SSRD_HUMAN	SSR4	173	30.60	Homo sapiens OX=9606	Translocon-associated protein subunit delta 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	6	0	22	22	0	75576604	75576604	     0			
1468	a	sp|P51572|BAP31_HUMAN	P51572	BAP31_HUMAN	BCAP31	246	37.00	Homo sapiens OX=9606	B-cell receptor-associated protein 31 	1:Experimental evidence at protein level	1.0000	0.9990	13	18	8	0	53	28	0	93413792	93413792	     0			
1469	a	sp|P51610|HCFC1_HUMAN	P51610	HCFC1_HUMAN	HCFC1	2035	3.80	Homo sapiens OX=9606	Host cell factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	9	9	0	44066006	44066006	     0			tr|A6NEM2|A6NEM2_HUMAN
1470	a	sp|P51649|SSDH_HUMAN	P51649	SSDH_HUMAN	ALDH5A1	535	11.20	Homo sapiens OX=9606	Succinate-semialdehyde dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	1	0	11	0	0	9273186	     0	     0			
1471	b	tr|E7EPL9|E7EPL9_HUMAN	E7EPL9	E7EPL9_HUMAN	HSD17B4	474	48.30	Homo sapiens OX=9606	Peroxisomal multifunctional enzyme type 2 	1:Experimental evidence at protein level	1.0000	0.9990	20	32	1	0	101	3	0	225128360	11768795	     0			
1471	a	sp|P51659|DHB4_HUMAN	P51659	DHB4_HUMAN	HSD17B4	736	49.30	Homo sapiens OX=9606	Peroxisomal multifunctional enzyme type 2 	1:Experimental evidence at protein level	1.0000	0.9990	36	57	0	0	189	0	0	373296152	     0	     0			
1472	a	sp|P51665|PSMD7_HUMAN	P51665	PSMD7_HUMAN	PSMD7	324	34.00	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 7 	1:Experimental evidence at protein level	1.0000	0.9990	7	10	8	0	13	13	0	20790420	20790420	     0			
1473	a	sp|P51688|SPHM_HUMAN	P51688	SPHM_HUMAN	SGSH	502	7.20	Homo sapiens OX=9606	N-sulphoglucosamine sulphohydrolase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	0	0	0	     0	     0	     0			
1474	a	sp|P51690|ARSE_HUMAN	P51690	ARSE_HUMAN	ARSE	589	3.70	Homo sapiens OX=9606	Arylsulfatase E 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	1	1	0	791510	791510	     0			tr|A0A5F9ZHX8|A0A5F9ZHX8_HUMAN, tr|A0A5F9ZHZ5|A0A5F9ZHZ5_HUMAN, tr|F5GYY5|F5GYY5_HUMAN, tr|F5H324|F5H324_HUMAN
1475	a	sp|P51858|HDGF_HUMAN	P51858	HDGF_HUMAN	HDGF	240	69.20	Homo sapiens OX=9606	Hepatoma-derived growth factor 	1:Experimental evidence at protein level	1.0000	0.9990	14	18	17	0	49	48	0	83298644	83298644	     0			
1475	b	sp|O75475|PSIP1_HUMAN	O75475	PSIP1_HUMAN	PSIP1	530	8.30	Homo sapiens OX=9606	PC4 and SFRS1-interacting protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	4	0	9	8	0	16913078	13687106	     0			
1475	c	sp|Q7Z4V5|HDGR2_HUMAN	Q7Z4V5	HDGR2_HUMAN	HDGFL2	671	6.40	Homo sapiens OX=9606	Hepatoma-derived growth factor-related protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	3	0	5	4	0	7731270	3272815	     0			
1476	a	sp|P51991|ROA3_HUMAN	P51991	ROA3_HUMAN	HNRNPA3	378	35.40	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein A3 	1:Experimental evidence at protein level	1.0000	0.9990	14	22	21	0	59	53	0	124569876	124569876	     0	7M(15.9949), N-term(42.0106)		
1477	a	sp|P52209|6PGD_HUMAN	P52209	6PGD_HUMAN	PGD	483	43.10	Homo sapiens OX=9606	6-phosphogluconate dehydrogenase, decarboxylating 	1:Experimental evidence at protein level	1.0000	0.9990	18	22	10	0	46	27	0	150609190	76161122	     0			
1478	a	sp|P52272|HNRPM_HUMAN	P52272	HNRPM_HUMAN	HNRNPM	730	62.20	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein M 	1:Experimental evidence at protein level	1.0000	0.9990	38	55	14	0	150	9	0	197147912	83586562	     0			tr|A0A087X0X3|A0A087X0X3_HUMAN
1478	b	tr|M0QZM1|M0QZM1_HUMAN	M0QZM1	M0QZM1_HUMAN	HNRNPM	383	70.00	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein M (Fragment) 	1:Experimental evidence at protein level	1.0000	0.9990	22	35	1	0	95	5	0	181052236	1445730	     0			
1479	a	sp|P52292|IMA1_HUMAN	P52292	IMA1_HUMAN	KPNA2	529	11.90	Homo sapiens OX=9606	Importin subunit alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	7	7	0	5642272	5642272	     0			
1480	a	sp|P52298|NCBP2_HUMAN	P52298	NCBP2_HUMAN	NCBP2	156	11.50	Homo sapiens OX=9606	Nuclear cap-binding protein subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	6159510	6159510	     0			
1481	a	sp|P52306|GDS1_HUMAN	P52306	GDS1_HUMAN	RAP1GDS1	607	9.10	Homo sapiens OX=9606	Rap1 GTPase-GDP dissociation stimulator 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	5	5	0	9997102	9997102	     0			
1482	a	sp|P52565|GDIR1_HUMAN	P52565	GDIR1_HUMAN	ARHGDIA	204	40.40	Homo sapiens OX=9606	Rho GDP-dissociation inhibitor 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	11	5	0	38	15	0	71314420	50999576	     0			tr|J3KTF8|J3KTF8_HUMAN, tr|J3QQX2|J3QQX2_HUMAN
1483	a	sp|P52594|AGFG1_HUMAN	P52594	AGFG1_HUMAN	AGFG1	562	7.50	Homo sapiens OX=9606	Arf-GAP domain and FG repeat-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	6	6	0	7591660	7591660	     0			
1484	a	sp|P52758|RIDA_HUMAN	P52758	RIDA_HUMAN	RIDA	137	32.80	Homo sapiens OX=9606	2-iminobutanoate/2-iminopropanoate deaminase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	14	14	0	34166407	34166407	     0			
1485	a	sp|P52943|CRIP2_HUMAN	P52943	CRIP2_HUMAN	CRIP2	208	27.90	Homo sapiens OX=9606	Cysteine-rich protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	2	0	13	6	0	22259289	15157038	     0			
1486	a	sp|P52948|NUP98_HUMAN	P52948	NUP98_HUMAN	NUP98	1817	4.20	Homo sapiens OX=9606	Nuclear pore complex protein Nup98-Nup96 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	3	0	5	5	0	1352659	1352659	     0			
1487	a	sp|P53004|BIEA_HUMAN	P53004	BIEA_HUMAN	BLVRA	296	17.90	Homo sapiens OX=9606	Biliverdin reductase A 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	2	2	0	3600023	3600023	     0			
1488	a	sp|P53007|TXTP_HUMAN	P53007	TXTP_HUMAN	SLC25A1	311	34.40	Homo sapiens OX=9606	Tricarboxylate transport protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	0	23	23	0	96477522	96477522	     0			
1489	a	sp|P53041|PPP5_HUMAN	P53041	PPP5_HUMAN	PPP5C	499	13.80	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	12	12	0	12817551	12817551	     0			tr|H0YDU8|H0YDU8_HUMAN
1490	a	sp|P53396|ACLY_HUMAN	P53396	ACLY_HUMAN	ACLY	1101	29.80	Homo sapiens OX=9606	ATP-citrate synthase 	1:Experimental evidence at protein level	1.0000	0.9990	27	29	29	0	53	53	0	31653516	31653516	     0			
1491	a	sp|P53597|SUCA_HUMAN	P53597	SUCA_HUMAN	SUCLG1	346	34.70	Homo sapiens OX=9606	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	19	18	0	62	61	0	144245564	144245564	     0	13M(15.9949), 1M(15.9949)		
1492	a	sp|P53618|COPB_HUMAN	P53618	COPB_HUMAN	COPB1	953	22.00	Homo sapiens OX=9606	Coatomer subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	16	19	17	0	46	46	0	28095477	28095477	     0			
1493	a	sp|P53621|COPA_HUMAN	P53621	COPA_HUMAN	COPA	1224	25.40	Homo sapiens OX=9606	Coatomer subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	25	31	0	0	57	0	0	103186196	     0	     0			
1494	a	sp|P53634|CATC_HUMAN	P53634	CATC_HUMAN	CTSC	463	8.90	Homo sapiens OX=9606	Dipeptidyl peptidase 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	6	0	15	15	0	72763832	72763832	     0			
1495	a	sp|P53985|MOT1_HUMAN	P53985	MOT1_HUMAN	SLC16A1	500	6.80	Homo sapiens OX=9606	Monocarboxylate transporter 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	7	7	0	21	21	0	19885882	19885882	     0			
1496	a	sp|P53990|IST1_HUMAN	P53990	IST1_HUMAN	IST1	364	14.00	Homo sapiens OX=9606	IST1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	1	0	11	3	0	17719655	2423365	     0			
1497	a	sp|P54136|SYRC_HUMAN	P54136	SYRC_HUMAN	RARS	660	27.00	Homo sapiens OX=9606	Arginine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	16	20	16	0	39	31	0	31584578	28638289	     0			
1498	a	sp|P54577|SYYC_HUMAN	P54577	SYYC_HUMAN	YARS	528	41.90	Homo sapiens OX=9606	Tyrosine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	21	24	24	0	49	49	0	99226186	99226186	     0			
1499	a	sp|P54578|UBP14_HUMAN	P54578	UBP14_HUMAN	USP14	494	26.90	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 14 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	10	0	26	24	0	69830774	62896454	     0			
1500	a	sp|P54619|AAKG1_HUMAN	P54619	AAKG1_HUMAN	PRKAG1	331	16.90	Homo sapiens OX=9606	5'-AMP-activated protein kinase subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	0	0	6	0	0	6251417	     0	     0			
1501	b	sp|P54725|RD23A_HUMAN	P54725	RD23A_HUMAN	RAD23A	363	12.20	Homo sapiens OX=9606	UV excision repair protein RAD23 homolog A 	1:Experimental evidence at protein level	0.9984	0.9986	2	2	1	0	3	0	0	8079427	     0	     0			tr|A0A494C0B4|A0A494C0B4_HUMAN, tr|K7ELW1|K7ELW1_HUMAN, tr|K7ENJ0|K7ENJ0_HUMAN
1501	a	sp|P54727|RD23B_HUMAN	P54727	RD23B_HUMAN	RAD23B	409	36.70	Homo sapiens OX=9606	UV excision repair protein RAD23 homolog B 	1:Experimental evidence at protein level	1.0000	0.9990	11	13	7	0	27	17	0	25735664	21054178	     0			
1502	a	sp|P54819|KAD2_HUMAN	P54819	KAD2_HUMAN	AK2	239	65.10	Homo sapiens OX=9606	Adenylate kinase 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	14	18	8	0	53	20	0	215649832	144370210	     0			tr|F8W1A4|F8W1A4_HUMAN
1502	b	sp|P30085|KCY_HUMAN	P30085	KCY_HUMAN	CMPK1	196	53.60	Homo sapiens OX=9606	UMP-CMP kinase 	1:Experimental evidence at protein level	1.0000	0.9990	9	14	7	0	37	15	0	92393944	72399548	     0			
1503	a	sp|P54868|HMCS2_HUMAN	P54868	HMCS2_HUMAN	HMGCS2	508	24.40	Homo sapiens OX=9606	Hydroxymethylglutaryl-CoA synthase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	13	0	18	18	0	29513184	29513184	     0			
1504	a	sp|P54920|SNAA_HUMAN	P54920	SNAA_HUMAN	NAPA	295	57.40	Homo sapiens OX=9606	Alpha-soluble NSF attachment protein 	1:Experimental evidence at protein level	1.0000	0.9990	10	12	9	0	15	2	0	22859964	4833039	     0			tr|M0R0Y2|M0R0Y2_HUMAN
1505	a	sp|P55010|IF5_HUMAN	P55010	IF5_HUMAN	EIF5	431	8.80	Homo sapiens OX=9606	Eukaryotic translation initiation factor 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	5	5	0	28006248	28006248	     0			
1506	a	sp|P55036|PSMD4_HUMAN	P55036	PSMD4_HUMAN	PSMD4	377	20.20	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	0	0	20	0	0	223424573	     0	     0			
