Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
1814	a	sp|Q14847|LASP1_HUMAN	Q14847	LASP1_HUMAN	LASP1	261	46.40	Homo sapiens OX=9606	LIM and SH3 domain protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	11	8	0	25	17	0	30163931	10358902	     0			
1815	a	sp|Q14894|CRYM_HUMAN	Q14894	CRYM_HUMAN	CRYM	314	12.40	Homo sapiens OX=9606	Ketimine reductase mu-crystallin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	0	0	0	0	     0	     0	     0			
1816	a	sp|Q14914|PTGR1_HUMAN	Q14914	PTGR1_HUMAN	PTGR1	329	55.00	Homo sapiens OX=9606	Prostaglandin reductase 1 	1:Experimental evidence at protein level	1.0000	0.9990	18	28	22	0	79	57	0	197194672	197194672	     0	5M(15.9949)		tr|F2Z3J9|F2Z3J9_HUMAN
1817	a	sp|Q14974|IMB1_HUMAN	Q14974	IMB1_HUMAN	KPNB1	876	20.40	Homo sapiens OX=9606	Importin subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	14	20	15	0	46	40	0	51186285	48213664	     0	N-term(42.0106)		
1818	a	sp|Q14978|NOLC1_HUMAN	Q14978	NOLC1_HUMAN	NOLC1	699	8.40	Homo sapiens OX=9606	Nucleolar and coiled-body phosphoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	4	0	13	10	0	14017349	9125134	     0			tr|A0A0A0MRM9|A0A0A0MRM9_HUMAN
1819	a	sp|Q14980|NUMA1_HUMAN	Q14980	NUMA1_HUMAN	NUMA1	2115	29.20	Homo sapiens OX=9606	Nuclear mitotic apparatus protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	44	52	10	0	90	25	0	18743898	15334327	     0			
1820	a	sp|Q15005|SPCS2_HUMAN	Q15005	SPCS2_HUMAN	SPCS2	226	35.00	Homo sapiens OX=9606	Signal peptidase complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	0	20	20	0	19428164	19428164	     0	N-term(42.0106)		tr|A0A087WUC6|A0A087WUC6_HUMAN, tr|E9PI68|E9PI68_HUMAN, tr|E9PL01|E9PL01_HUMAN
1821	a	sp|Q15006|EMC2_HUMAN	Q15006	EMC2_HUMAN	EMC2	297	23.90	Homo sapiens OX=9606	ER membrane protein complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	2	2	0	5913950	5913950	     0			
1822	a	sp|Q15007|FL2D_HUMAN	Q15007	FL2D_HUMAN	WTAP	396	14.90	Homo sapiens OX=9606	Pre-mRNA-splicing regulator WTAP 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	0	0	0	     0	     0	     0			
1823	a	sp|Q15008|PSMD6_HUMAN	Q15008	PSMD6_HUMAN	PSMD6	389	33.40	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	12	15	11	0	25	23	0	15671131	15091134	     0			
1824	a	sp|Q15020|SART3_HUMAN	Q15020	SART3_HUMAN	SART3	963	16.00	Homo sapiens OX=9606	Squamous cell carcinoma antigen recognized by T-cells 3 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	8	0	23	17	0	10028434	10028434	     0			
1825	a	sp|Q15029|U5S1_HUMAN	Q15029	U5S1_HUMAN	EFTUD2	972	25.50	Homo sapiens OX=9606	116 kDa U5 small nuclear ribonucleoprotein component 	1:Experimental evidence at protein level	1.0000	0.9990	17	20	17	0	38	29	0	43412876	13742523	     0			
1826	a	sp|Q15031|SYLM_HUMAN	Q15031	SYLM_HUMAN	LARS2	903	7.40	Homo sapiens OX=9606	Probable leucine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	2	0	5	3	0	1567514	871736	     0			
1827	a	sp|Q15046|SYK_HUMAN	Q15046	SYK_HUMAN	KARS1	597	34.70	Homo sapiens OX=9606	Lysine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	18	22	17	0	42	34	0	19658286	18895012	     0			
1828	a	sp|Q15067|ACOX1_HUMAN	Q15067	ACOX1_HUMAN	ACOX1	660	32.40	Homo sapiens OX=9606	Peroxisomal acyl-coenzyme A oxidase 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	22	18	0	59	48	0	42514277	42514277	     0			
1829	a	sp|Q15070|OXA1L_HUMAN	Q15070	OXA1L_HUMAN	OXA1L	435	14.90	Homo sapiens OX=9606	Mitochondrial inner membrane protein OXA1L 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	5	0	10	9	0	14171548	13448173	     0			tr|A0A087X0L7|A0A087X0L7_HUMAN, tr|J3KNA0|J3KNA0_HUMAN
1830	a	sp|Q15102|PA1B3_HUMAN	Q15102	PA1B3_HUMAN	PAFAH1B3	231	23.80	Homo sapiens OX=9606	Platelet-activating factor acetylhydrolase IB subunit gamma 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	8	8	0	6653760	6653760	     0	N-term(42.0106)		tr|M0R389|M0R389_HUMAN
1831	a	sp|Q15125|EBP_HUMAN	Q15125	EBP_HUMAN	EBP	230	16.50	Homo sapiens OX=9606	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase 	1:Experimental evidence at protein level	1.0000	0.9990	3	5	5	0	9	9	0	25483586	25483586	     0	N-term(42.0106)		
1832	b	tr|H0YDN1|H0YDN1_HUMAN	H0YDN1	H0YDN1_HUMAN	PLEC	3447	54.50	Homo sapiens OX=9606	Plectin 	1:Experimental evidence at protein level	1.0000	0.9990	188	239	1	0	630	3	0	135088992	979758	     0			
1832	c	sp|Q9UPN3|MACF1_HUMAN	Q9UPN3	MACF1_HUMAN	MACF1	7388	1.20	Homo sapiens OX=9606	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	6	0	5	3	0	35988697	3164133	     0			tr|H3BPE1|H3BPE1_HUMAN, tr|H3BQK9|H3BQK9_HUMAN
1832	a	sp|Q15149|PLEC_HUMAN	Q15149	PLEC_HUMAN	PLEC	4684	53.90	Homo sapiens OX=9606	Plectin 	1:Experimental evidence at protein level	1.0000	0.9990	262	319	81	0	819	192	0	135088992	82788942	     0			
1833	a	sp|Q15165|PON2_HUMAN	Q15165	PON2_HUMAN	PON2	354	13.00	Homo sapiens OX=9606	Serum paraoxonase/arylesterase 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	14	14	0	22531074	22531074	     0			tr|A0A0J9YXF2|A0A0J9YXF2_HUMAN
1834	a	sp|Q15166|PON3_HUMAN	Q15166	PON3_HUMAN	PON3	354	13.00	Homo sapiens OX=9606	Serum paraoxonase/lactonase 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	0	0	0	     0	     0	     0			
1835	a	sp|Q15181|IPYR_HUMAN	Q15181	IPYR_HUMAN	PPA1	289	48.80	Homo sapiens OX=9606	Inorganic pyrophosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	12	17	16	0	43	42	0	41425558	41425558	     0	3C(57.0215)		
1836	a	sp|Q15233|NONO_HUMAN	Q15233	NONO_HUMAN	NONO	471	54.10	Homo sapiens OX=9606	Non-POU domain-containing octamer-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	23	34	13	0	80	27	0	109944612	21643400	     0			
1837	a	sp|Q15257|PTPA_HUMAN	Q15257	PTPA_HUMAN	PTPA	358	57.40	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A activator 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	35439732	35439732	     0			tr|A6PVN5|A6PVN5_HUMAN, tr|B7ZBQ0|B7ZBQ0_HUMAN, tr|F6WIT2|F6WIT2_HUMAN, tr|Q68CR8|Q68CR8_HUMAN
1838	a	sp|Q15287|RNPS1_HUMAN	Q15287	RNPS1_HUMAN	RNPS1	305	29.40	Homo sapiens OX=9606	RNA-binding protein with serine-rich domain 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	3	0	18	8	0	24556404	14204826	     0			tr|H3BMM9|H3BMM9_HUMAN, tr|H3BTC0|H3BTC0_HUMAN, tr|H3BV80|H3BV80_HUMAN
1839	a	sp|Q15293|RCN1_HUMAN	Q15293	RCN1_HUMAN	RCN1	331	55.30	Homo sapiens OX=9606	Reticulocalbin-1 	1:Experimental evidence at protein level	1.0000	0.9990	16	25	25	0	61	61	0	62332606	62332606	     0			
1840	a	sp|Q15363|TMED2_HUMAN	Q15363	TMED2_HUMAN	TMED2	201	24.70	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	19	19	0	37104371	37104371	     0			tr|E7EQ72|E7EQ72_HUMAN
1841	a	sp|Q15365|PCBP1_HUMAN	Q15365	PCBP1_HUMAN	PCBP1	356	41.30	Homo sapiens OX=9606	Poly(rC)-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	14	10	0	33	17	0	83431768	77914940	     0			
1841	b	sp|Q15366|PCBP2_HUMAN	Q15366	PCBP2_HUMAN	PCBP2	365	35.30	Homo sapiens OX=9606	Poly(rC)-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	13	3	0	38	5	0	66410511	5397264	     0			
1841	c	tr|F8VZX2|F8VZX2_HUMAN	F8VZX2	F8VZX2_HUMAN	PCBP2	321	43.20	Homo sapiens OX=9606	Poly(rC)-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	11	1	0	33	0	0	66410511	     0	     0			tr|H3BRU6|H3BRU6_HUMAN
1841	d	tr|F8VRH0|F8VRH0_HUMAN	F8VRH0	F8VRH0_HUMAN	PCBP2	310	25.80	Homo sapiens OX=9606	Poly(rC)-binding protein 2 (Fragment) 	1:Experimental evidence at protein level	0.9999	0.9990	3	5	1	0	18	4	0	25930690	4616218	     0			
1842	a	sp|Q15369|ELOC_HUMAN	Q15369	ELOC_HUMAN	ELOC	112	57.30	Homo sapiens OX=9606	Elongin-C 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	2	2	0	5478045	5478045	     0			tr|E5RHG8|E5RHG8_HUMAN
1843	a	sp|Q15370|ELOB_HUMAN	Q15370	ELOB_HUMAN	ELOB	118	41.50	Homo sapiens OX=9606	Elongin-B 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	3	0	16	12	0	16758120	11011665	     0	N-term(42.0106)		
1844	a	sp|Q15382|RHEB_HUMAN	Q15382	RHEB_HUMAN	RHEB	184	15.80	Homo sapiens OX=9606	GTP-binding protein Rheb 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	2	0	1	1	0	2206802	2206802	     0			
1845	a	sp|Q15393|SF3B3_HUMAN	Q15393	SF3B3_HUMAN	SF3B3	1217	25.30	Homo sapiens OX=9606	Splicing factor 3B subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	23	24	23	0	32	31	0	21987773	21987773	     0			
1846	a	sp|Q15397|PUM3_HUMAN	Q15397	PUM3_HUMAN	PUM3	648	5.20	Homo sapiens OX=9606	Pumilio homolog 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	2	2	0	4968290	4968290	     0			
1847	b	sp|Q99439|CNN2_HUMAN	Q99439	CNN2_HUMAN	CNN2	309	16.80	Homo sapiens OX=9606	Calponin-2 	1:Experimental evidence at protein level	0.9997	0.9990	3	3	2	0	1	0	0	14604306	     0	     0			tr|A0A087X271|A0A087X271_HUMAN, tr|B4DDF4|B4DDF4_HUMAN, tr|B4DUT8|B4DUT8_HUMAN, tr|H3BVI6|H3BVI6_HUMAN
1847	a	sp|Q15417|CNN3_HUMAN	Q15417	CNN3_HUMAN	CNN3	329	26.70	Homo sapiens OX=9606	Calponin-3 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	5	0	15	14	0	23303048	11774504	     0			
1848	a	sp|Q15418|KS6A1_HUMAN	Q15418	KS6A1_HUMAN	RPS6KA1	735	12.70	Homo sapiens OX=9606	Ribosomal protein S6 kinase alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	6	0	5	2	0	7720871	3230509	     0			tr|E9PGT3|E9PGT3_HUMAN
1848	b	sp|P51812|KS6A3_HUMAN	P51812	KS6A3_HUMAN	RPS6KA3	740	3.80	Homo sapiens OX=9606	Ribosomal protein S6 kinase alpha-3 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	2	0	4	1	0	6855498	2365136	     0			tr|B1AXG1|B1AXG1_HUMAN, tr|B4DG22|B4DG22_HUMAN, tr|B7ZB17|B7ZB17_HUMAN
1849	a	sp|Q15424|SAFB1_HUMAN	Q15424	SAFB1_HUMAN	SAFB	915	12.30	Homo sapiens OX=9606	Scaffold attachment factor B1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	0	11	11	0	10524814	10524814	     0			
1850	a	sp|Q15428|SF3A2_HUMAN	Q15428	SF3A2_HUMAN	SF3A2	464	3.90	Homo sapiens OX=9606	Splicing factor 3A subunit 2 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	0	2	2	0	6592972	6592972	     0	N-term(42.0106)		
1851	a	sp|Q15435|PP1R7_HUMAN	Q15435	PP1R7_HUMAN	PPP1R7	360	15.00	Homo sapiens OX=9606	Protein phosphatase 1 regulatory subunit 7 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	1	0	5	4	0	3605322	2856736	     0			
1852	b	sp|Q15437|SC23B_HUMAN	Q15437	SC23B_HUMAN	SEC23B	767	5.90	Homo sapiens OX=9606	Protein transport protein Sec23B 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	1	1	0	1520618	1520618	     0			tr|A0A2R8YFH5|A0A2R8YFH5_HUMAN
1852	a	sp|Q15436|SC23A_HUMAN	Q15436	SC23A_HUMAN	SEC23A	765	18.60	Homo sapiens OX=9606	Protein transport protein Sec23A 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	11	0	17	17	0	17511010	17511010	     0			tr|F5H365|F5H365_HUMAN
1853	a	sp|Q15459|SF3A1_HUMAN	Q15459	SF3A1_HUMAN	SF3A1	793	22.40	Homo sapiens OX=9606	Splicing factor 3A subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	17	17	0	36	36	0	15086690	15086690	     0			
1854	a	sp|Q15526|SURF1_HUMAN	Q15526	SURF1_HUMAN	SURF1	300	12.30	Homo sapiens OX=9606	Surfeit locus protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	5	5	0	7835818	7835818	     0			
1855	a	sp|Q15599|NHRF2_HUMAN	Q15599	NHRF2_HUMAN	SLC9A3R2	337	37.10	Homo sapiens OX=9606	Na(+)/H(+) exchange regulatory cofactor NHE-RF2 	1:Experimental evidence at protein level	1.0000	0.9990	9	10	6	0	18	9	0	11647017	7716182	     0			
1856	a	sp|Q15631|TSN_HUMAN	Q15631	TSN_HUMAN	TSN	228	25.10	Homo sapiens OX=9606	Translin 	1:Experimental evidence at protein level	1.0000	0.9990	5	7	7	0	15	15	0	17123988	17123988	     0			tr|E9PGT1|E9PGT1_HUMAN
1857	a	sp|Q15637|SF01_HUMAN	Q15637	SF01_HUMAN	SF1	639	23.90	Homo sapiens OX=9606	Splicing factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	10	0	19	16	0	18693271	16101969	     0			
1858	a	sp|Q15642|CIP4_HUMAN	Q15642	CIP4_HUMAN	TRIP10	601	9.40	Homo sapiens OX=9606	Cdc42-interacting protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	0	2	1	0	9640272	9352432	     0			tr|M0R0F9|M0R0F9_HUMAN
1859	a	sp|Q15654|TRIP6_HUMAN	Q15654	TRIP6_HUMAN	TRIP6	476	8.20	Homo sapiens OX=9606	Thyroid receptor-interacting protein 6 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	0	4	4	0	1617202	1617202	     0			
1860	a	sp|Q15717|ELAV1_HUMAN	Q15717	ELAV1_HUMAN	ELAVL1	326	47.90	Homo sapiens OX=9606	ELAV-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	16	13	0	34	28	0	252094410	243829852	     0			
1861	a	sp|Q15738|NSDHL_HUMAN	Q15738	NSDHL_HUMAN	NSDHL	373	15.50	Homo sapiens OX=9606	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	4	4	0	15084308	15084308	     0			
1862	b	sp|Q16539|MK14_HUMAN	Q16539	MK14_HUMAN	MAPK14	360	19.20	Homo sapiens OX=9606	Mitogen-activated protein kinase 14 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	3	0	4	1	0	7817175	3252516	     0	N-term(42.0106)		
1862	a	sp|Q15746|MYLK_HUMAN	Q15746	MYLK_HUMAN	MYLK	1914	12.20	Homo sapiens OX=9606	Myosin light chain kinase, smooth muscle 	1:Experimental evidence at protein level	1.0000	0.9990	18	19	18	0	22	21	0	26230755	26230755	     0			
1863	a	sp|Q15758|AAAT_HUMAN	Q15758	AAAT_HUMAN	SLC1A5	541	13.20	Homo sapiens OX=9606	Neutral amino acid transporter B(0) 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	8	8	0	5456255	5456255	     0			tr|M0QXM4|M0QXM4_HUMAN
1864	a	sp|Q15819|UB2V2_HUMAN	Q15819	UB2V2_HUMAN	UBE2V2	145	51.00	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 variant 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	0	0	5	0	0	2985931	     0	     0			
1864	b	sp|Q13404|UB2V1_HUMAN	Q13404	UB2V1_HUMAN	UBE2V1	147	44.20	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 variant 1 	1:Experimental evidence at protein level	0.9990	0.9990	5	5	4	0	2	0	0	1970020	     0	     0			tr|I3L0A0|I3L0A0_HUMAN
1865	a	sp|Q15833|STXB2_HUMAN	Q15833	STXB2_HUMAN	STXBP2	593	6.10	Homo sapiens OX=9606	Syntaxin-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	5	5	0	1611651	1611651	     0			
1866	a	sp|Q15836|VAMP3_HUMAN	Q15836	VAMP3_HUMAN	VAMP3	100	53.00	Homo sapiens OX=9606	Vesicle-associated membrane protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	5	8	8	0	21	21	0	18035782	18035782	     0	N-term(42.0106)		
1867	a	sp|Q15942|ZYX_HUMAN	Q15942	ZYX_HUMAN	ZYX	572	27.30	Homo sapiens OX=9606	Zyxin 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	1	0	33	5	0	23980750	2261548	     0			
1868	a	sp|Q16134|ETFD_HUMAN	Q16134	ETFD_HUMAN	ETFDH	617	7.10	Homo sapiens OX=9606	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	1	1	0	2271077	2271077	     0			
1869	a	sp|Q16186|ADRM1_HUMAN	Q16186	ADRM1_HUMAN	ADRM1	407	6.10	Homo sapiens OX=9606	Proteasomal ubiquitin receptor ADRM1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	4	4	0	1818078	1818078	     0			
1870	a	sp|Q16401|PSMD5_HUMAN	Q16401	PSMD5_HUMAN	PSMD5	504	16.70	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	8	8	0	10467002	10467002	     0			
1871	a	sp|Q16531|DDB1_HUMAN	Q16531	DDB1_HUMAN	DDB1	1140	23.20	Homo sapiens OX=9606	DNA damage-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	21	22	17	0	45	37	0	23078068	22625820	     0			
1872	a	sp|Q16540|RM23_HUMAN	Q16540	RM23_HUMAN	MRPL23	153	23.50	Homo sapiens OX=9606	39S ribosomal protein L23, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	6	6	0	189205687	189205687	     0			tr|A6NJD9|A6NJD9_HUMAN, tr|A8MVT4|A8MVT4_HUMAN, tr|A8MYK1|A8MYK1_HUMAN
1873	a	sp|Q16543|CDC37_HUMAN	Q16543	CDC37_HUMAN	CDC37	378	21.20	Homo sapiens OX=9606	Hsp90 co-chaperone Cdc37 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	4	0	11	5	0	22146664	7484242	     0			
1874	a	sp|Q16563|SYPL1_HUMAN	Q16563	SYPL1_HUMAN	SYPL1	259	13.90	Homo sapiens OX=9606	Synaptophysin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	6	6	0	31060978	31060978	     0			
1875	b	sp|Q09028|RBBP4_HUMAN	Q09028	RBBP4_HUMAN	RBBP4	425	17.90	Homo sapiens OX=9606	Histone-binding protein RBBP4 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	2	0	17	8	0	27114608	8961307	     0	N-term(42.0106)		
1875	a	sp|Q16576|RBBP7_HUMAN	Q16576	RBBP7_HUMAN	RBBP7	425	24.80	Homo sapiens OX=9606	Histone-binding protein RBBP7 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	7	0	19	10	0	25175342	10729266	     0			tr|E9PC52|E9PC52_HUMAN
1876	a	sp|Q16595|FRDA_HUMAN	Q16595	FRDA_HUMAN	FXN	210	40.00	Homo sapiens OX=9606	Frataxin, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	4	0	5	0	0	2649160	     0	     0			tr|C9JAX1|C9JAX1_HUMAN
1877	a	sp|Q16611|BAK_HUMAN	Q16611	BAK_HUMAN	BAK1	211	21.30	Homo sapiens OX=9606	Bcl-2 homologous antagonist/killer 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	2366000	2366000	     0			
1878	a	sp|Q16630|CPSF6_HUMAN	Q16630	CPSF6_HUMAN	CPSF6	551	13.20	Homo sapiens OX=9606	Cleavage and polyadenylation specificity factor subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	5	5	0	8570358	8570358	     0			tr|F8WJN3|F8WJN3_HUMAN
1879	a	sp|Q16643|DREB_HUMAN	Q16643	DREB_HUMAN	DBN1	649	11.60	Homo sapiens OX=9606	Drebrin 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	3	0	7	6	0	3090578	1151270	     0			
1880	a	sp|Q16644|MAPK3_HUMAN	Q16644	MAPK3_HUMAN	MAPKAPK3	382	9.30	Homo sapiens OX=9606	MAP kinase-activated protein kinase 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	2416647	2416647	     0			tr|C9J8E1|C9J8E1_HUMAN
1881	a	sp|Q16666|IF16_HUMAN	Q16666	IF16_HUMAN	IFI16	785	38.30	Homo sapiens OX=9606	Gamma-interferon-inducible protein 16 	1:Experimental evidence at protein level	1.0000	0.9990	23	29	22	0	71	50	0	25983498	25983498	     0			
1882	a	sp|Q16678|CP1B1_HUMAN	Q16678	CP1B1_HUMAN	CYP1B1	543	24.50	Homo sapiens OX=9606	Cytochrome P450 1B1 	1:Experimental evidence at protein level	1.0000	0.9990	13	15	15	0	30	30	0	25003071	25003071	     0			
1883	a	sp|Q16698|DECR_HUMAN	Q16698	DECR_HUMAN	DECR1	335	66.30	Homo sapiens OX=9606	2,4-dienoyl-CoA reductase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	22	29	15	0	69	23	0	450019904	365631248	     0			
1884	a	sp|Q16718|NDUA5_HUMAN	Q16718	NDUA5_HUMAN	NDUFA5	116	34.70	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	14	14	0	82272538	82272538	     0			tr|A0A087X1G1|A0A087X1G1_HUMAN, tr|H7BYD0|H7BYD0_HUMAN
1885	a	sp|Q16719|KYNU_HUMAN	Q16719	KYNU_HUMAN	KYNU	465	5.80	Homo sapiens OX=9606	Kynureninase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	1525073	1525073	     0			
1886	a	sp|Q16740|CLPP_HUMAN	Q16740	CLPP_HUMAN	CLPP	277	31.80	Homo sapiens OX=9606	ATP-dependent Clp protease proteolytic subunit, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	0	26	26	0	116458183	116458183	     0			
1887	a	sp|Q16762|THTR_HUMAN	Q16762	THTR_HUMAN	TST	297	47.50	Homo sapiens OX=9606	Thiosulfate sulfurtransferase 	1:Experimental evidence at protein level	1.0000	0.9990	11	16	15	0	43	39	0	154929780	141200202	     0			
1888	a	sp|Q16774|KGUA_HUMAN	Q16774	KGUA_HUMAN	GUK1	197	18.30	Homo sapiens OX=9606	Guanylate kinase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	2	0	6	0	0	5164128	     0	     0			tr|B1ANH5|B1ANH5_HUMAN
1889	a	sp|Q16775|GLO2_HUMAN	Q16775	GLO2_HUMAN	HAGH	308	18.00	Homo sapiens OX=9606	Hydroxyacylglutathione hydrolase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	5	5	0	3409522	3409522	     0			tr|H3BPK3|H3BPK3_HUMAN
1890	a	sp|Q16795|NDUA9_HUMAN	Q16795	NDUA9_HUMAN	NDUFA9	377	36.10	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	11	16	14	0	59	51	0	57754240	57754240	     0			
1891	a	sp|Q16822|PCKGM_HUMAN	Q16822	PCKGM_HUMAN	PCK2	640	44.80	Homo sapiens OX=9606	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	23	28	17	0	74	49	0	116661360	116661360	     0	7M(15.9949)		
1892	a	sp|Q16831|UPP1_HUMAN	Q16831	UPP1_HUMAN	UPP1	310	27.70	Homo sapiens OX=9606	Uridine phosphorylase 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	9	0	16	12	0	22014758	21074614	     0			
1893	a	sp|Q16836|HCDH_HUMAN	Q16836	HCDH_HUMAN	HADH	314	74.20	Homo sapiens OX=9606	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	17	23	4	0	54	0	0	132981928	     0	     0			tr|E9PF18|E9PF18_HUMAN
1894	a	sp|Q16850|CP51A_HUMAN	Q16850	CP51A_HUMAN	CYP51A1	503	13.70	Homo sapiens OX=9606	Lanosterol 14-alpha demethylase 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	0	5	5	0	2060647	2060647	     0			tr|A0A0C4DFL7|A0A0C4DFL7_HUMAN
1895	a	sp|Q16851|UGPA_HUMAN	Q16851	UGPA_HUMAN	UGP2	508	44.50	Homo sapiens OX=9606	UTP--glucose-1-phosphate uridylyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	20	25	11	0	49	16	0	63058832	44627364	     0			
